UserID,Taken_product,Yearly_avg_view_on_travel_page,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,member_in_family,preferred_location_type,Yearly_avg_comment_on_travel_page,total_likes_on_outofstation_checkin_received,week_since_last_outstation_checkin,following_company_page,montly_avg_comment_on_company_page,working_flag,travelling_network_rating,Adult_flag,Daily_Avg_mins_spend_on_traveling_page
1004645,Yes,249.0,Mobile,28503.0,14.0,3,Medical,72.0,2482,5,1.0,25,No,3,1.0,13.0
1004646,No,323.0,Mobile,36231.0,16.0,3,Social media,95.0,16114,7,1.0,473,Yes,3,1.0,29.0
1004647,Yes,249.0,Mobile,16309.0,1.0,2,Financial,48.0,2762,7,0.0,339,Yes,1,0.0,17.0
1004648,No,271.0,Mobile,27032.0,1.0,4,Financial,92.0,19114,1,1.0,24,No,4,0.0,40.0
1004649,No,241.0,Mobile,49082.0,1.0,2,Financial,64.0,3987,3,0.0,21,No,1,1.0,11.0
1004650,Yes,241.0,Mobile,18059.0,1.0,3,Financial,68.0,3774,0,1.0,19,No,4,0.0,9.0
1004651,No,294.0,Mobile,50134.0,1.0,4,Medical,111.0,2273,8,0.0,21,No,3,3.0,10.0
1004652,No,241.0,Mobile,34205.0,26.0,4,Social media,113.0,4520,0,0.0,27,No,1,0.0,12.0
1004653,No,309.0,Mobile,49435.0,19.0,2,Financial,44.0,3114,4,0.0,19,No,1,2.0,27.0
1004654,No,271.0,Mobile,45532.0,24.0,2,Entertainment,70.0,3360,2,0.0,25,No,1,2.0,16.0
1004655,No,339.0,Mobile,8854.0,1.0,3,Other,76.0,19255,0,0.0,15,No,3,1.0,26.0
1004656,No,233.0,Mobile,28076.0,1.0,4,Medical,85.0,13717,9,0.0,20,No,1,1.0,19.0
1004657,No,249.0,Mobile,29162.0,1.0,4,Financial,69.0,2961,2,0.0,18,No,3,1.0,5.0
1004658,No,257.0,Mobile,16492.0,1.0,4,Financial,75.0,6006,6,0.0,22,No,2,1.0,19.0
1004659,No,279.0,Mobile,35626.0,1.0,2,Medical,98.0,3967,4,0.0,21,No,1,1.0,23.0
1004660,No,339.0,Mobile,42014.0,1.0,4,Financial,83.0,6494,5,0.0,25,No,4,1.0,13.0
1004661,Yes,279.0,Mobile,17679.0,10.0,3,Medical,67.0,10095,8,0.0,16,No,2,2.0,23.0
1004662,No,294.0,Mobile,17705.0,1.0,4,Entertainment,79.0,10989,2,0.0,342,Yes,4,0.0,30.0
1004663,No,271.0,Mobile,23322.0,15.0,3,Financial,74.0,2390,2,0.0,25,No,1,0.0,11.0
1004664,No,316.0,Mobile,32100.0,17.0,2,Financial,93.0,6597,5,1.0,22,No,3,0.0,16.0
1004665,No,219.0,Mobile,43684.0,20.0,2,Social media,50.0,6990,4,0.0,20,No,4,1.0,17.0
1004666,No,189.0,Mobile,24025.0,4.0,3,Financial,76.0,4950,1,0.0,20,No,4,2.0,11.0
1004667,No,316.0,Mobile,9451.0,1.0,3,Medical,69.0,2638,2,1.0,18,No,3,1.0,11.0
1004668,No,302.0,Mobile,49606.0,1.0,2,Medical,55.0,19489,1,0.0,23,No,4,1.0,26.0
1004669,No,384.0,Mobile,28076.0,1.0,3,Financial,105.0,2775,3,0.0,20,No,2,0.0,7.0
1004670,Yes,234.0,Mobile,10794.0,29.0,2,Medical,83.0,3523,0,0.0,23,No,2,0.0,13.0
1004671,No,241.0,Mobile,45915.0,1.0,3,Financial,113.0,2835,3,0.0,27,Yes,3,0.0,13.0
1004672,No,287.0,Mobile,46489.0,1.0,2,Financial,54.0,5304,5,0.0,21,No,4,1.0,14.0
1004673,No,271.0,Mobile,28076.0,1.0,1,Entertainment,90.0,2235,5,0.0,19,No,4,0.0,12.0
1004674,No,347.0,Mobile,17113.0,1.0,3,Entertainment,81.0,16932,5,1.0,19,No,2,1.0,32.0
1004675,Yes,212.0,Mobile,18561.0,1.0,4,Financial,93.0,3526,3,0.0,17,No,3,0.0,9.0
1004676,No,219.0,Mobile,42381.0,1.0,3,Medical,83.0,6685,2,0.0,29,No,2,2.0,15.0
1004677,No,233.0,Mobile,51253.0,23.0,3,Medical,76.0,5628,2,0.0,455,Yes,2,1.0,14.0
1004678,No,189.0,Mobile,23656.0,1.0,2,Financial,99.0,4042,3,0.0,22,No,4,2.0,11.0
1004679,No,340.0,Mobile,48521.0,20.0,2,Medical,92.0,13537,0,1.0,21,No,2,0.0,31.0
1004680,No,272.0,Mobile,49144.0,1.0,3,Financial,53.0,3254,0,0.0,22,No,3,1.0,17.0
1004681,No,413.0,Mobile,15854.0,1.0,3,Medical,93.0,19096,2,1.0,26,No,3,0.0,235.0
1004682,Yes,354.0,Mobile,23356.0,29.0,4,Financial,75.0,11904,3,1.0,20,No,4,1.0,14.0
1004683,No,212.0,Mobile,40580.0,1.0,3,Medical,99.0,2126,3,0.0,469,Yes,4,1.0,9.0
1004684,No,279.0,Mobile,8021.0,1.0,4,Medical,113.0,6559,4,0.0,22,No,2,1.0,11.0
1004685,No,159.0,Mobile,34894.0,1.0,2,Medical,105.0,3270,3,0.0,29,No,1,0.0,10.0
1004686,No,278.0,Mobile,25511.0,1.0,4,Medical,91.0,13657,4,1.0,26,No,1,2.0,17.0
1004687,No,264.0,Mobile,46060.0,22.0,3,Financial,86.0,12047,8,0.0,26,No,2,1.0,14.0
1004688,No,286.0,Mobile,28076.0,1.0,2,Medical,57.0,5665,1,1.0,403,Yes,3,1.0,12.0
1004689,No,197.0,Mobile,51814.0,1.0,3,Financial,96.0,6451,1,0.0,23,Yes,1,1.0,13.0
1004690,No,376.0,Mobile,27943.0,1.0,1,Financial,107.0,19203,4,0.0,25,No,1,2.0,33.0
1004691,No,399.0,Mobile,37490.0,1.0,4,Medical,54.0,17633,4,1.0,19,No,4,3.0,26.0
1004692,No,316.0,Mobile,22258.0,1.0,1,Financial,110.0,4948,3,0.0,399,Yes,3,0.0,29.0
1004693,No,271.0,Mobile,15511.0,1.0,2,Financial,57.0,4613,3,0.0,28,No,1,0.0,10.0
1004694,No,414.0,Mobile,5189.0,20.0,2,Entertainment,52.0,5456,3,1.0,30,No,4,1.0,14.0
1004695,No,197.0,Mobile,17394.0,11.0,2,Medical,71.0,4795,3,1.0,22,No,3,1.0,13.0
1004696,No,279.0,Mobile,48057.0,1.0,3,Financial,51.0,2155,1,0.0,20,No,2,0.0,23.0
1004697,Yes,271.0,Mobile,32245.0,24.0,3,Financial,51.0,3207,4,1.0,30,Yes,4,1.0,25.0
1004698,No,286.0,Mobile,24116.0,23.0,4,Financial,96.0,5797,9,0.0,24,No,2,1.0,19.0
1004699,Yes,196.0,Mobile,50762.0,16.0,4,Medical,53.0,2424,3,1.0,24,No,4,1.0,10.0
1004700,No,211.0,Mobile,39133.0,1.0,2,Financial,74.0,3364,3,0.0,422,Yes,4,0.0,12.0
1004701,No,369.0,Mobile,22294.0,10.0,4,Financial,44.0,18715,9,1.0,18,No,4,0.0,32.0
1004702,No,272.0,Mobile,17742.0,1.0,3,Entertainment,41.0,4544,4,0.0,21,No,4,0.0,18.0
1004703,No,234.0,Mobile,15574.0,1.0,3,Social media,98.0,2849,1,0.0,19,No,3,1.0,2.0
1004704,Yes,196.0,Mobile,33281.0,1.0,4,Social media,62.0,5872,3,1.0,18,No,2,0.0,17.0
1004705,No,280.0,Mobile,31157.0,1.0,3,Medical,66.0,2373,3,1.0,21,No,3,3.0,10.0
1004706,No,317.0,Mobile,19475.0,26.0,3,Social media,75.0,13582,6,0.0,25,No,4,1.0,32.0
1004707,Yes,136.0,Mobile,8086.0,1.0,3,Financial,62.0,1478,3,0.0,16,No,3,0.0,7.0
1004708,No,264.0,Mobile,43160.0,16.0,3,Social media,101.0,8062,2,0.0,22,No,3,2.0,21.0
1004709,No,271.0,Mobile,19850.0,18.0,4,Financial,87.0,3733,6,0.0,22,No,4,2.0,9.0
1004710,No,383.0,Mobile,45602.0,1.0,3,Medical,97.0,5527,6,0.0,30,No,4,1.0,19.0
1004711,No,308.0,Mobile,11739.0,1.0,4,Financial,100.0,16057,3,0.0,28,No,2,0.0,22.0
1004712,No,137.0,Mobile,28453.0,10.0,3,Medical,74.0,1257,3,0.0,24,No,1,0.0,3.0
1004713,No,212.0,Mobile,51697.0,16.0,2,Medical,76.0,5720,2,0.0,29,No,3,0.0,16.0
1004714,No,234.0,Mobile,7677.0,1.0,3,Entertainment,106.0,6970,6,0.0,21,No,2,1.0,19.0
1004715,No,294.0,Mobile,39657.0,1.0,3,Medical,56.0,9669,2,0.0,22,No,1,3.0,23.0
1004716,No,272.0,Mobile,38710.0,24.0,4,Financial,60.0,5720,7,0.0,18,No,3,1.0,17.0
1004717,No,241.0,Mobile,31746.0,1.0,3,Financial,96.0,5528,2,0.0,26,No,3,1.0,14.0
1004718,No,287.0,Mobile,28076.0,25.0,2,Financial,90.0,12102,3,0.0,23,No,3,1.0,26.0
1004719,No,436.0,Mobile,13687.0,1.0,4,Financial,44.0,5706,2,1.0,24,No,4,1.0,17.0
1004720,No,271.0,Mobile,24218.0,1.0,4,Entertainment,100.0,4865,1,1.0,15,No,3,1.0,11.0
1004721,No,234.0,Mobile,3744.0,1.0,3,Tour  Travel,74.0,6468,4,0.0,17,No,4,0.0,15.0
1004722,No,339.0,Mobile,43758.0,1.0,3,Financial,105.0,5266,1,0.0,28,No,1,1.0,28.0
1004723,No,235.0,Mobile,6763.0,1.0,4,Financial,39.0,2751,2,1.0,22,No,2,1.0,12.0
1004724,No,249.0,Mobile,19405.0,1.0,4,Financial,80.0,11936,8,0.0,17,No,2,2.0,18.0
1004725,No,294.0,Mobile,4138.0,10.0,1,Medical,112.0,17128,2,1.0,23,No,4,0.0,27.0
1004726,No,324.0,Mobile,6519.0,10.0,4,Financial,43.0,2496,0,0.0,27,No,1,0.0,11.0
1004727,No,369.0,Mobile,28076.0,1.0,2,Entertainment,97.0,14008,9,1.0,21,No,4,0.0,35.0
1004728,Yes,391.0,Mobile,25352.0,1.0,4,Medical,91.0,4993,3,0.0,18,No,1,0.0,16.0
1004729,No,203.0,Mobile,42731.0,1.0,3,Financial,92.0,2518,2,1.0,22,No,2,0.0,11.0
1004730,No,241.0,Mobile,20619.0,1.0,2,Entertainment,75.0,5275,3,1.0,16,No,4,0.0,21.0
1004731,No,204.0,Mobile,28076.0,1.0,3,Financial,88.0,4532,1,1.0,21,No,1,0.0,9.0
1004732,No,235.0,Mobile,24234.0,1.0,3,Social media,85.0,7587,6,0.0,22,No,4,3.0,18.0
1004733,No,241.0,Mobile,35673.0,1.0,4,Medical,89.0,5106,8,0.0,26,No,3,0.0,10.0
1004734,Yes,212.0,Mobile,40525.0,1.0,4,Medical,98.0,3510,7,1.0,18,No,4,0.0,5.0
1004735,No,227.0,Mobile,44661.0,28.0,2,Medical,75.0,5818,1,0.0,20,No,4,2.0,21.0
1004736,No,233.0,Mobile,27977.0,1.0,2,Financial,61.0,8990,2,0.0,388,Yes,1,1.0,19.0
1004737,No,294.0,Mobile,28076.0,1.0,2,Medical,66.0,19316,1,0.0,26,No,1,1.0,24.0
1004738,Yes,294.0,Mobile,40714.0,1.0,2,Medical,55.0,5280,5,1.0,26,No,1,0.0,20.0
1004739,No,248.0,Mobile,17825.0,10.0,3,Social media,59.0,4728,5,0.0,17,No,3,0.0,10.0
1004740,No,354.0,Mobile,51907.0,1.0,5,Financial,50.0,18341,5,0.0,19,No,2,1.0,29.0
1004741,No,325.0,Mobile,19610.0,10.0,4,Financial,93.0,5303,3,0.0,22,No,2,1.0,13.0
1004742,No,204.0,Mobile,7397.0,1.0,1,Social media,79.0,6397,1,1.0,19,No,4,1.0,11.0
1004743,No,407.0,Mobile,32524.0,20.0,4,Financial,46.0,4913,3,0.0,19,No,4,0.0,27.0
1004744,No,324.0,Mobile,28076.0,1.0,3,Financial,54.0,10040,8,0.0,24,No,1,1.0,17.0
1004745,No,339.0,Mobile,19264.0,1.0,4,Other,90.0,3740,10,0.0,24,No,1,2.0,18.0
1004746,No,301.0,Mobile,39382.0,1.0,2,Medical,64.0,7517,2,1.0,28,Yes,3,3.0,14.0
1004747,Yes,219.0,Mobile,11165.0,1.0,4,Other,82.0,2179,3,1.0,17,No,4,0.0,10.0
1004748,No,219.0,Mobile,25878.0,1.0,5,Other,38.0,4023,1,0.0,29,No,3,0.0,11.0
1004749,No,226.0,Mobile,19980.0,1.0,3,Social media,38.0,6177,1,0.0,24,No,3,3.0,19.0
1004750,No,204.0,Mobile,39591.0,1.0,4,Social media,67.0,6259,3,0.0,29,No,1,1.0,13.0
1004751,No,279.0,Mobile,41761.0,1.0,2,Medical,66.0,6395,7,0.0,26,No,3,2.0,12.0
1004752,No,287.0,Mobile,12042.0,15.0,2,Financial,104.0,11554,0,1.0,18,No,2,1.0,17.0
1004753,No,234.0,Mobile,43168.0,1.0,4,Medical,48.0,7187,2,1.0,20,No,3,0.0,14.0
1004754,No,271.0,Mobile,5089.0,10.0,1,Social media,50.0,8314,2,1.0,21,No,1,2.0,12.0
1004755,No,271.0,Mobile,45392.0,1.0,4,Entertainment,77.0,8140,1,0.0,24,No,4,0.0,21.0
1004756,No,174.0,Mobile,45849.0,26.0,1,Financial,98.0,2949,2,0.0,17,No,3,2.0,11.0
1004757,No,309.0,Mobile,16954.0,1.0,3,Medical,106.0,6081,6,1.0,22,No,4,0.0,12.0
1004758,No,353.0,Mobile,45864.0,1.0,1,Medical,113.0,3022,5,0.0,24,No,1,0.0,10.0
1004759,No,316.0,Mobile,28393.0,23.0,5,Financial,55.0,16046,2,0.0,22,No,2,0.0,22.0
1004760,No,218.0,Mobile,26143.0,1.0,3,Financial,68.0,4692,1,0.0,21,No,1,1.0,13.0
1004761,No,316.0,Mobile,19084.0,1.0,1,Entertainment,65.0,2736,0,1.0,16,No,3,1.0,10.0
1004762,No,241.0,Mobile,37205.0,1.0,3,Medical,83.0,2422,2,0.0,21,No,3,1.0,12.0
1004763,No,361.0,Mobile,18590.0,29.0,1,Medical,106.0,12553,5,0.0,25,Yes,2,1.0,22.0
1004764,No,279.0,Mobile,46208.0,1.0,3,Medical,65.0,6026,5,1.0,18,No,1,2.0,18.0
1004765,No,226.0,Mobile,22470.0,25.0,2,Entertainment,93.0,4787,7,1.0,15,No,2,1.0,10.0
1004766,No,196.0,Mobile,32700.0,1.0,3,Financial,70.0,5341,3,0.0,23,No,2,1.0,13.0
1004767,No,317.0,Mobile,46656.0,1.0,4,Other,104.0,6832,3,0.0,370,Yes,2,0.0,19.0
1004768,Yes,159.0,Mobile,26499.0,1.0,1,Entertainment,106.0,2231,2,1.0,14,No,3,0.0,9.0
1004769,No,272.0,Mobile,29617.0,1.0,5,Medical,57.0,6709,6,0.0,24,No,2,0.0,10.0
1004770,No,271.0,Mobile,18972.0,1.0,4,Medical,58.0,9758,5,0.0,22,No,1,1.0,21.0
1004771,No,429.0,Mobile,20805.0,1.0,4,Medical,96.0,6802,3,0.0,15,No,3,0.0,22.0
1004772,No,302.0,Mobile,41034.0,10.0,4,Financial,53.0,2269,3,1.0,19,No,3,1.0,11.0
1004773,No,158.0,Mobile,31373.0,1.0,2,Medical,51.0,2660,1,0.0,27,Yes,3,0.0,4.0
1004774,Yes,248.0,Mobile,12295.0,1.0,3,Social media,48.0,2908,3,1.0,20,No,2,0.0,2.0
1004775,No,279.0,Mobile,32270.0,10.0,3,Medical,110.0,3510,7,0.0,27,Yes,2,1.0,22.0
1004776,No,346.0,Mobile,40085.0,1.0,4,Medical,45.0,5311,4,0.0,21,No,3,0.0,16.0
1004777,Yes,308.0,Mobile,28076.0,1.0,3,Social media,65.0,9406,3,0.0,30,No,3,0.0,9.0
1004778,No,376.0,Mobile,36654.0,10.0,3,Entertainment,75.0,10540,6,0.0,27,No,4,0.0,29.0
1004779,Yes,301.0,Mobile,20169.0,22.0,2,Social media,81.0,6427,3,1.0,24,No,1,2.0,16.0
1004780,No,234.0,Mobile,14330.0,1.0,4,Financial,55.0,2707,2,1.0,19,No,4,0.0,6.0
1004781,Yes,158.0,Mobile,5506.0,12.0,3,Financial,98.0,2757,2,0.0,26,No,4,0.0,7.0
1004782,No,219.0,Mobile,44947.0,23.0,3,Financial,61.0,2248,9,0.0,19,No,4,0.0,12.0
1004783,No,264.0,Mobile,26464.0,1.0,4,Financial,111.0,6584,11,0.0,28,No,3,0.0,17.0
1004784,No,271.0,Mobile,51461.0,1.0,2,Medical,93.0,3867,3,0.0,19,No,2,1.0,10.0
1004785,No,211.0,Mobile,10673.0,1.0,4,Financial,104.0,5306,3,0.0,20,No,4,0.0,14.0
1004786,No,369.0,Mobile,44182.0,4.0,3,Other,37.0,11017,10,0.0,361,Yes,3,0.0,31.0
1004787,No,384.0,Mobile,41275.0,14.0,2,Financial,98.0,4987,4,0.0,22,No,3,1.0,23.0
1004788,No,272.0,Mobile,11559.0,1.0,3,Financial,105.0,2603,6,0.0,17,No,2,1.0,7.0
1004789,Yes,256.0,Mobile,47720.0,19.0,3,Social media,72.0,5344,8,1.0,23,No,2,0.0,10.0
1004790,No,415.0,Mobile,45926.0,1.0,3,Financial,109.0,16699,4,1.0,17,No,3,0.0,31.0
1004791,No,182.0,Mobile,48030.0,10.0,4,Social media,88.0,4302,3,1.0,22,No,4,1.0,7.0
1004792,No,227.0,Mobile,28076.0,1.0,1,Entertainment,87.0,2534,3,0.0,21,No,1,1.0,8.0
1004793,Yes,271.0,Mobile,20158.0,1.0,1,Entertainment,79.0,3149,0,0.0,467,Yes,3,0.0,7.0
1004794,No,166.0,Mobile,8894.0,11.0,3,Medical,48.0,2302,1,0.0,23,No,4,1.0,10.0
1004795,No,271.0,Mobile,5787.0,1.0,2,Medical,66.0,7645,2,0.0,25,No,2,2.0,17.0
1004796,Yes,227.0,Mobile,16278.0,1.0,3,Entertainment,52.0,2328,11,1.0,325,Yes,3,0.0,13.0
1004797,No,279.0,Mobile,38782.0,14.0,3,Financial,105.0,3085,2,0.0,22,No,3,1.0,24.0
1004798,No,301.0,Mobile,26612.0,1.0,2,Social media,52.0,5759,7,0.0,16,No,3,2.0,13.0
1004799,No,316.0,Mobile,7070.0,1.0,4,Financial,101.0,2617,5,0.0,25,No,2,1.0,16.0
1004800,No,279.0,Mobile,45724.0,10.0,4,Financial,61.0,4248,4,1.0,22,No,4,0.0,25.0
1004801,No,323.0,Mobile,34409.0,12.0,3,Financial,68.0,14381,1,0.0,15,No,3,1.0,35.0
1004802,No,302.0,Mobile,19470.0,1.0,3,Medical,75.0,3490,7,0.0,324,Yes,2,1.0,26.0
1004803,No,406.0,Mobile,28785.0,1.0,2,Medical,101.0,19466,4,0.0,20,No,3,1.0,29.0
1004804,No,256.0,Mobile,48378.0,1.0,4,Social media,83.0,6596,11,0.0,25,No,1,1.0,9.0
1004805,No,271.0,Mobile,16838.0,1.0,2,Medical,43.0,4351,3,0.0,24,No,2,1.0,20.0
1004806,No,324.0,Mobile,11005.0,21.0,3,Medical,71.0,2307,9,0.0,30,Yes,1,1.0,15.0
1004807,No,323.0,Mobile,51586.0,1.0,4,Other,87.0,4576,5,1.0,17,No,4,0.0,11.0
1004808,No,188.0,Mobile,31228.0,1.0,2,Financial,113.0,4541,3,1.0,14,No,2,0.0,12.0
1004809,No,279.0,Mobile,37248.0,25.0,5,Medical,85.0,4505,5,1.0,25,No,1,2.0,21.0
1004810,No,233.0,Mobile,11546.0,1.0,2,Financial,111.0,2260,3,0.0,15,No,3,1.0,11.0
1004811,No,294.0,Mobile,42664.0,1.0,1,Financial,59.0,19250,3,1.0,21,No,3,1.0,22.0
1004812,No,421.0,Mobile,31743.0,1.0,3,Financial,93.0,13259,10,0.0,17,No,4,3.0,40.0
1004813,No,227.0,Mobile,37908.0,12.0,3,Entertainment,95.0,6626,0,0.0,16,No,2,0.0,10.0
1004814,No,309.0,Mobile,22613.0,1.0,3,Social media,62.0,8439,1,0.0,27,No,3,1.0,18.0
1004815,No,211.0,Mobile,45543.0,17.0,2,Medical,94.0,4602,2,0.0,18,No,4,1.0,12.0
1004816,Yes,188.0,Mobile,24112.0,1.0,3,Medical,96.0,4081,6,0.0,16,No,3,1.0,14.0
1004817,No,391.0,Mobile,11200.0,1.0,3,Medical,46.0,8012,2,1.0,24,No,3,0.0,35.0
1004818,No,338.0,Mobile,6757.0,10.0,2,Financial,75.0,2694,3,0.0,28,Yes,4,2.0,16.0
1004819,No,392.0,Mobile,52186.0,1.0,2,Financial,43.0,16599,4,0.0,21,No,4,0.0,36.0
1004820,No,271.0,Mobile,18668.0,29.0,2,Financial,97.0,4606,3,0.0,14,No,2,1.0,26.0
1004821,No,226.0,Mobile,11128.0,1.0,3,Financial,55.0,6134,3,0.0,30,Yes,3,0.0,16.0
1004822,No,451.0,Mobile,14815.0,1.0,3,Financial,49.0,19613,7,0.0,20,No,4,0.0,35.0
1004823,No,346.0,Mobile,52007.0,18.0,3,Medical,93.0,4866,2,0.0,19,No,3,1.0,24.0
1004824,No,317.0,Mobile,47929.0,28.0,4,Entertainment,103.0,4581,0,0.0,21,No,4,3.0,11.0
1004825,Yes,182.0,Mobile,50717.0,1.0,1,Entertainment,73.0,3248,3,1.0,23,No,2,0.0,15.0
1004826,Yes,257.0,Mobile,10394.0,1.0,2,Social media,75.0,2394,2,0.0,23,No,4,1.0,8.0
1004827,No,287.0,Mobile,52198.0,1.0,2,Financial,57.0,1759,2,1.0,29,Yes,3,1.0,8.0
1004828,No,302.0,Mobile,48968.0,1.0,4,Financial,85.0,18086,2,0.0,24,No,4,0.0,22.0
1004829,No,196.0,Mobile,47253.0,23.0,3,Financial,98.0,2934,1,0.0,30,Yes,2,2.0,9.0
1004830,No,227.0,Mobile,49037.0,1.0,3,Financial,68.0,2140,6,0.0,21,No,3,1.0,12.0
1004831,No,219.0,Mobile,34546.0,1.0,4,Medical,103.0,11977,1,0.0,28,No,3,0.0,14.0
1004832,Yes,219.0,Mobile,14330.0,25.0,5,Entertainment,79.0,2597,7,0.0,24,No,2,0.0,9.0
1004833,Yes,144.0,Mobile,17162.0,1.0,2,Entertainment,67.0,2617,1,0.0,15,No,3,0.0,8.0
1004834,No,226.0,Mobile,48970.0,22.0,4,Other,77.0,8464,1,0.0,18,No,3,0.0,14.0
1004835,No,428.0,Mobile,28076.0,29.0,3,Social media,71.0,14167,4,0.0,18,No,3,1.0,34.0
1004836,No,376.0,Mobile,38506.0,29.0,4,Financial,101.0,17103,2,0.0,18,No,2,1.0,37.0
1004837,No,227.0,Mobile,39100.0,1.0,3,Medical,59.0,2621,1,0.0,18,No,3,0.0,17.0
1004838,No,452.0,Mobile,52509.0,28.0,3,Social media,89.0,10322,6,0.0,24,No,4,0.0,28.0
1004839,No,353.0,Mobile,34438.0,1.0,2,Medical,71.0,5127,6,0.0,24,No,3,3.0,21.0
1004840,No,346.0,Mobile,35346.0,1.0,3,Financial,57.0,17902,7,0.0,24,No,3,0.0,27.0
1004841,No,264.0,Mobile,5079.0,22.0,3,Financial,55.0,4280,2,0.0,18,No,3,0.0,14.0
1004842,No,407.0,Mobile,19225.0,1.0,4,Financial,51.0,3833,9,0.0,16,No,3,0.0,27.0
1004843,No,256.0,Mobile,45648.0,1.0,4,Financial,71.0,2823,5,0.0,24,No,3,1.0,23.0
1004844,No,346.0,Mobile,39417.0,10.0,3,Social media,99.0,9131,3,1.0,27,No,3,1.0,19.0
1004845,No,233.0,Mobile,44622.0,1.0,1,Financial,48.0,10707,3,0.0,458,Yes,4,1.0,17.0
1004846,Yes,249.0,Mobile,44728.0,15.0,1,Medical,69.0,13662,8,1.0,15,No,4,0.0,20.0
1004847,Yes,250.0,Mobile,20594.0,10.0,1,Medical,52.0,3460,7,0.0,22,No,1,3.0,13.0
1004848,No,226.0,Mobile,14500.0,1.0,1,Social media,63.0,3034,0,0.0,25,No,1,0.0,7.0
1004849,No,264.0,Mobile,44691.0,16.0,3,Financial,84.0,7688,4,1.0,15,No,3,0.0,18.0
1004850,Yes,233.0,Mobile,18721.0,20.0,3,Financial,79.0,9869,5,0.0,19,No,1,0.0,18.0
1004851,Yes,256.0,Mobile,34628.0,23.0,3,Tour  Travel,48.0,10009,9,1.0,24,No,3,3.0,19.0
1004852,No,316.0,Mobile,51623.0,1.0,2,Other,108.0,2142,6,0.0,24,No,4,1.0,16.0
1004853,No,272.0,Mobile,22259.0,10.0,4,Medical,47.0,10029,1,0.0,19,No,4,0.0,13.0
1004854,Yes,271.0,Mobile,47912.0,1.0,1,Entertainment,104.0,3942,7,0.0,24,No,3,0.0,11.0
1004855,No,362.0,Mobile,5753.0,1.0,5,Social media,52.0,4091,2,0.0,24,No,1,1.0,21.0
1004856,No,413.0,Mobile,39136.0,18.0,5,Financial,95.0,16891,3,0.0,29,Yes,4,0.0,44.0
1004857,No,309.0,Mobile,9378.0,10.0,2,Financial,68.0,6276,9,0.0,25,No,4,0.0,18.0
1004858,No,264.0,Mobile,21700.0,1.0,3,Social media,92.0,4762,9,0.0,23,No,3,0.0,17.0
1004859,No,301.0,Mobile,10617.0,1.0,3,Financial,82.0,13287,8,0.0,22,No,3,0.0,26.0
1004860,No,293.0,Mobile,15553.0,1.0,1,Financial,60.0,3799,1,0.0,19,No,1,1.0,14.0
1004861,No,234.0,Mobile,28076.0,1.0,1,Financial,86.0,6630,6,1.0,17,No,3,0.0,19.0
1004862,No,316.0,Mobile,11205.0,24.0,3,Medical,62.0,7456,1,1.0,304,Yes,4,1.0,12.0
1004863,No,339.0,Mobile,19678.0,1.0,3,Game,69.0,4851,1,0.0,28,No,2,1.0,16.0
1004864,Yes,196.0,Mobile,14940.0,17.0,4,Financial,65.0,2787,2,1.0,20,No,2,1.0,17.0
1004865,No,271.0,Mobile,8162.0,19.0,3,Entertainment,40.0,4313,5,0.0,23,No,2,2.0,12.0
1004866,No,248.0,Mobile,32303.0,1.0,5,Medical,110.0,16236,6,0.0,410,No,3,1.0,13.0
1004867,No,233.0,Mobile,24130.0,1.0,3,Financial,51.0,11598,10,0.0,24,Yes,3,1.0,17.0
1004868,Yes,137.0,Mobile,45748.0,1.0,3,Social media,81.0,1924,3,1.0,25,No,4,0.0,7.0
1004869,No,302.0,Mobile,38323.0,28.0,3,Other,63.0,10985,4,0.0,27,No,3,1.0,26.0
1004870,No,310.0,Mobile,17855.0,1.0,4,Other,76.0,6855,2,1.0,24,No,1,0.0,13.0
1004871,No,197.0,Mobile,27168.0,29.0,2,Medical,54.0,4359,6,0.0,20,No,1,2.0,10.0
1004872,No,264.0,Mobile,6874.0,1.0,3,Medical,91.0,4902,1,0.0,24,No,4,0.0,10.0
1004873,No,257.0,Mobile,9073.0,21.0,4,Financial,79.0,5377,3,0.0,17,No,4,0.0,15.0
1004874,Yes,197.0,Mobile,16519.0,24.0,3,Entertainment,80.0,2399,3,1.0,23,No,2,0.0,9.0
1004875,No,279.0,Mobile,28001.0,1.0,3,Entertainment,72.0,7545,4,0.0,28,No,4,0.0,16.0
1004876,No,347.0,Mobile,36239.0,18.0,1,Medical,100.0,10579,7,0.0,18,No,4,0.0,29.0
1004877,No,308.0,Mobile,44709.0,1.0,5,Financial,98.0,16639,7,0.0,20,No,2,1.0,26.0
1004878,No,279.0,Mobile,5011.0,1.0,4,Medical,81.0,8874,1,0.0,18,No,4,1.0,16.0
1004879,No,392.0,Mobile,33490.0,1.0,2,Entertainment,93.0,5621,3,1.0,18,No,2,2.0,26.0
1004880,Yes,241.0,Mobile,51631.0,11.0,4,Other,66.0,4753,8,0.0,24,No,4,0.0,16.0
1004881,No,181.0,Mobile,18764.0,24.0,3,Medical,52.0,2450,1,0.0,23,No,3,2.0,5.0
1004882,No,286.0,Mobile,52365.0,10.0,3,Medical,85.0,9879,3,0.0,23,No,3,1.0,23.0
